artist,gender,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,artistRole,title,medium,creditLine,year,acquisitionYear,width,height,units,thumbnailUrl,artwork_url,artist_url,medium_normalized,name_normalized
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13467_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13467,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13468_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13468,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13469_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13469,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13473_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13473,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13474_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13474,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13475_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13475,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13476_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13476,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13477_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13477,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13480_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13480,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13481_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13481,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13482_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13482,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper. Verso: ink on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13483_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13483,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13484_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13484,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13485_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13485,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13486_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13486,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper. Verso: ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13487_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13487,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13488_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13488,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
"Almeida, Helena",Female,1934,,"Lisboa, Portugal",,artist,Drawing (with pigment),Ink and pastel on paper,Purchased with funds provided by the 2011 Outset / Frieze Art Fair Fund to benefit the Tate Collection 2012,1995,2012,294,208,mm,http://www.tate.org.uk/art/images/work/T/T13/T13489_8.jpg,http://www.tate.org.uk/art/artworks/almeida-drawing-with-pigment-t13489,http://www.tate.org.uk/art/artists/helena-almeida-12989,Ink,Helena Almeida
