artist,gender,yearOfBirth,yearOfDeath,placeOfBirth,placeOfDeath,artistRole,title,medium,creditLine,year,acquisitionYear,width,height,units,thumbnailUrl,artwork_url,artist_url,medium_normalized,name_normalized
"Rigby, Elizabeth",Female,1809,1893,"Norwich, United Kingdom","London, United Kingdom",artist,[title not known],Graphite and gouache on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,1838,1997,277,188,mm,http://www.tate.org.uk/art/images/work/T/T09/T09776_8.jpg,http://www.tate.org.uk/art/artworks/rigby-title-not-known-t09776,http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555,Graphite and Watercolor,Elizabeth Rigby
"Rigby, Elizabeth",Female,1809,1893,"Norwich, United Kingdom","London, United Kingdom",artist,[title not known],Graphite and gouache on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,264,184,mm,http://www.tate.org.uk/art/images/work/T/T09/T09777_8.jpg,http://www.tate.org.uk/art/artworks/rigby-title-not-known-t09777,http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555,Graphite and Watercolor,Elizabeth Rigby
"Rigby, Elizabeth",Female,1809,1893,"Norwich, United Kingdom","London, United Kingdom",artist,[title not known],Graphite and gouache on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,270,188,mm,http://www.tate.org.uk/art/images/work/T/T09/T09778_8.jpg,http://www.tate.org.uk/art/artworks/rigby-title-not-known-t09778,http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555,Graphite and Watercolor,Elizabeth Rigby
"Rigby, Elizabeth",Female,1809,1893,"Norwich, United Kingdom","London, United Kingdom",artist,[title not known],Graphite and gouache on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,267,185,mm,http://www.tate.org.uk/art/images/work/T/T09/T09779_8.jpg,http://www.tate.org.uk/art/artworks/rigby-title-not-known-t09779,http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555,Graphite and Watercolor,Elizabeth Rigby
"Rigby, Elizabeth",Female,1809,1893,"Norwich, United Kingdom","London, United Kingdom",artist,[title not known],Graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,143,72,mm,http://www.tate.org.uk/art/images/work/T/T09/T09781_8.jpg,http://www.tate.org.uk/art/artworks/rigby-title-not-known-t09781,http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555,Graphite and Watercolor,Elizabeth Rigby
"Rigby, Elizabeth",Female,1809,1893,"Norwich, United Kingdom","London, United Kingdom",artist,[title not known],Graphite and gouache on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,190,276,mm,http://www.tate.org.uk/art/images/work/T/T09/T09782_8.jpg,http://www.tate.org.uk/art/artworks/rigby-title-not-known-t09782,http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555,Graphite and Watercolor,Elizabeth Rigby
"Rigby, Elizabeth",Female,1809,1893,"Norwich, United Kingdom","London, United Kingdom",artist,[title not known],Graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,278,189,mm,http://www.tate.org.uk/art/images/work/T/T09/T09783_8.jpg,http://www.tate.org.uk/art/artworks/rigby-title-not-known-t09783,http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555,Graphite and Watercolor,Elizabeth Rigby
"Rigby, Elizabeth",Female,1809,1893,"Norwich, United Kingdom","London, United Kingdom",artist,[title not known],Graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,140,137,mm,http://www.tate.org.uk/art/images/work/T/T09/T09784_8.jpg,http://www.tate.org.uk/art/artworks/rigby-title-not-known-t09784,http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555,Graphite and Watercolor,Elizabeth Rigby
"Rigby, Elizabeth",Female,1809,1893,"Norwich, United Kingdom","London, United Kingdom",artist,[title not known],Graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,126,91,mm,http://www.tate.org.uk/art/images/work/T/T09/T09785_8.jpg,http://www.tate.org.uk/art/artworks/rigby-title-not-known-t09785,http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555,Graphite and Watercolor,Elizabeth Rigby
"Rigby, Elizabeth",Female,1809,1893,"Norwich, United Kingdom","London, United Kingdom",artist,[title not known] Verso: Sketch,Graphite on paper. Verso: graphite on paper,Purchased as part of the Oppé Collection with assistance from the National Lottery through the Heritage Lottery Fund 1996,,1997,128,91,mm,http://www.tate.org.uk/art/images/work/T/T09/T09786_8.jpg,http://www.tate.org.uk/art/artworks/rigby-title-not-known-verso-sketch-t09786,http://www.tate.org.uk/art/artists/elizabeth-rigby-lady-eastlake-2555,Graphite and Watercolor,Elizabeth Rigby
"Arbus, Diane",Female,1923,1971,"New York, United States","New York, United States",artist,"Tattooed lady with a dog, Philadelphia, PA","Photograph, gelatine silver print on paper",ARTIST ROOMS Acquired jointly with the National Galleries of Scotland through The d'Offay Donation with assistance from the National Heritage Memorial Fund and the Art Fund 2008,1964,2009,365,365,mm,,http://www.tate.org.uk/art/artworks/arbus-tattooed-lady-with-a-dog-philadelphia-pa-ar00574,http://www.tate.org.uk/art/artists/diane-arbus-5271,Photograph,Diane Arbus
